,sim,label,pair_id
0,0.0007532847812399268,0.0,988
1,0.2371494621038437,1.0,1251
2,0.3667478859424591,1.0,1254
3,-0.0185206588357687,0.0,183
4,0.9634606242179871,1.0,776
5,0.5021499991416931,0.0,140
6,-0.024632005020976067,0.0,982
7,0.48781171441078186,1.0,1268
8,0.499345600605011,0.0,1417
9,0.8062462210655212,1.0,619
10,0.9076554775238037,1.0,767
11,0.9878864884376526,1.0,854
12,0.15139442682266235,0.0,980
13,0.968862771987915,1.0,814
14,0.5542859435081482,1.0,1261
15,0.08973885327577591,0.0,1099
16,0.9835245609283447,1.0,860
17,0.020573897287249565,0.0,1073
18,0.9622676968574524,1.0,777
19,0.4682684540748596,0.0,286
20,-0.008566275238990784,0.0,883
21,0.9904446005821228,1.0,505
22,0.5838005542755127,1.0,86
23,0.2642475962638855,1.0,475
24,0.10795904695987701,0.0,131
25,0.5928266644477844,0.0,891
26,0.7169145345687866,1.0,388
27,0.9954953193664551,1.0,702
28,0.9823904633522034,1.0,526
29,0.9838705062866211,1.0,115
30,0.18274082243442535,0.0,890
31,0.9894552826881409,1.0,391
32,0.9886597990989685,1.0,513
33,0.09467735141515732,0.0,1011
34,0.9769843220710754,1.0,352
35,0.4943109452724457,0.0,1173
36,0.2292144000530243,1.0,1307
37,0.5428365468978882,1.0,1278
38,0.4241040050983429,1.0,630
39,0.7870524525642395,1.0,868
40,0.46168822050094604,0.0,995
41,0.05832160636782646,0.0,378
42,0.9895727038383484,1.0,591
43,0.055245935916900635,0.0,1114
44,0.12451046705245972,0.0,132
45,0.9883102178573608,1.0,553
46,0.04099258407950401,0.0,1055
47,0.9780442118644714,1.0,389
48,0.986323356628418,1.0,540
49,0.02967611886560917,0.0,1081
50,0.5378978252410889,1.0,1298
51,0.6661127805709839,0.0,1406
52,0.7364453673362732,1.0,150
53,0.10385583341121674,1.0,579
54,0.09112244844436646,0.0,1103
55,0.07243936508893967,0.0,1144
56,-0.04726993292570114,0.0,298
57,0.05417843163013458,0.0,246
58,0.027678973972797394,0.0,958
59,0.9554287195205688,1.0,549
60,0.9691975116729736,1.0,651
61,0.056692540645599365,0.0,998
62,0.05108315125107765,0.0,163
63,0.9097023010253906,1.0,838
64,0.9854725003242493,1.0,714
65,0.5443851351737976,1.0,1328
66,0.4208589196205139,0.0,1199
67,0.67121821641922,0.0,1211
68,0.3899824619293213,1.0,1359
69,0.09094110876321793,1.0,1273
70,0.26894158124923706,1.0,390
71,0.855549156665802,1.0,759
72,0.5283302068710327,1.0,253
73,0.9910568594932556,1.0,764
74,0.23429858684539795,0.0,897
75,0.9751338958740234,1.0,793
76,0.9582494497299194,1.0,435
77,0.9824206233024597,1.0,517
78,0.02382943220436573,0.0,113
79,0.0515928789973259,0.0,111
80,0.9427831768989563,1.0,569
81,0.9893130660057068,1.0,816
82,0.012672091834247112,0.0,54
83,0.9745423793792725,1.0,697
84,0.9904195070266724,1.0,652
85,-0.10935944318771362,0.0,898
86,0.08100326359272003,0.0,385
87,0.04964787885546684,0.0,112
88,0.08820312470197678,0.0,1130
89,0.9846888780593872,1.0,823
90,0.7651532292366028,1.0,1293
91,0.6628968119621277,0.0,1415
92,0.5215024948120117,1.0,1379
93,0.4708956182003021,0.0,1174
94,0.1282588392496109,0.0,1146
95,0.5740159153938293,1.0,1356
96,0.5180110335350037,0.0,1102
97,0.1684652417898178,0.0,1132
98,0.7270016074180603,1.0,547
99,0.9803138375282288,1.0,783
100,0.9928809404373169,1.0,607
101,0.9937348365783691,1.0,948
